date,spx,gld,uso,slv,eur2usd
2/23/2010,1094.60,107.89,38.33,15.57,1.35
2/24/2010,1105.24,107.36,38.99,15.62,1.35
2/25/2010,1102.94,108.31,38.11,15.77,1.35
2/26/2010,1104.49,109.43,38.82,16.07,1.36
3/1/2010,1115.71,109.43,38.35,16.11,1.36
3/2/2010,1118.31,111.02,38.80,16.56,1.36
3/3/2010,1118.79,111.63,39.40,16.82,1.37
3/4/2010,1122.97,110.83,39.15,16.79,1.36
3/5/2010,1138.70,110.81,39.85,17.01,1.36
3/8/2010,1138.50,109.88,39.79,16.89,1.36
3/9/2010,1140.45,109.72,39.55,16.92,1.36
3/10/2010,1145.61,108.47,39.90,16.66,1.36
3/11/2010,1150.24,108.60,40.05,16.81,1.37
3/12/2010,1149.99,107.95,39.51,16.76,1.38
3/15/2010,1150.51,108.36,38.83,16.74,1.37
3/16/2010,1159.46,110.40,39.79,17.05,1.38
3/17/2010,1166.21,109.59,40.23,17.08,1.37
3/18/2010,1165.83,110.34,39.92,17.08,1.36
3/19/2010,1159.90,108.28,39.20,16.65,1.35
3/22/2010,1165.81,107.75,39.56,16.60,1.36
3/23/2010,1174.17,108.32,39.70,16.72,1.35
3/24/2010,1167.72,106.30,38.94,16.29,1.33
3/25/2010,1165.73,106.78,38.90,16.32,1.33
3/26/2010,1166.59,108.59,38.83,16.61,1.34
3/29/2010,1173.22,108.75,39.96,17.04,1.34
3/30/2010,1173.27,107.97,39.95,16.95,1.35
3/31/2010,1169.43,108.95,40.29,17.14,1.36
4/1/2010,1178.10,110.26,41.24,17.54,1.35
4/5/2010,1187.44,110.89,42.07,17.75,1.34
4/6/2010,1189.44,111.03,42.02,17.61,1.33
4/7/2010,1182.45,112.49,41.52,17.77,1.34
4/8/2010,1186.44,112.65,41.44,17.72,1.35
4/12/2010,1196.48,113.01,40.93,17.80,1.36
4/13/2010,1197.30,112.69,40.89,17.84,1.37
4/14/2010,1210.65,113.03,41.76,18.07,1.36
4/15/2010,1211.67,113.65,41.71,18.07,1.35
4/19/2010,1197.52,111.15,40.11,17.38,1.34
4/20/2010,1207.17,111.46,40.30,17.48,1.34
4/21/2010,1205.94,112.31,40.27,17.77,1.33
4/22/2010,1208.67,111.84,40.30,17.64,1.34
4/26/2010,1212.05,112.75,40.35,17.93,1.32
4/27/2010,1183.71,114.63,39.37,17.88,1.32
4/28/2010,1191.36,114.31,39.97,17.75,1.33
4/29/2010,1206.78,114.28,41.04,18.14,1.33
5/3/2010,1202.26,115.73,41.46,18.42,1.30
5/4/2010,1173.60,114.87,39.70,17.59,1.28
5/5/2010,1165.87,115.09,38.31,17.11,1.26
5/6/2010,1128.15,118.49,36.96,17.32,1.28
5/10/2010,1159.73,117.57,37.23,18.11,1.26
5/11/2010,1155.79,120.66,36.76,18.95,1.26
5/12/2010,1171.67,121.40,36.77,19.12,1.25
5/13/2010,1157.44,120.56,36.13,18.99,1.24
5/17/2010,1136.94,119.36,33.88,18.53,1.22
5/18/2010,1120.80,119.49,33.47,18.57,1.24
5/19/2010,1115.05,116.63,33.51,17.87,1.25
5/20/2010,1071.59,115.84,32.20,17.35,1.26
5/24/2010,1073.65,116.84,32.17,17.56,1.23
5/25/2010,1074.03,117.36,31.85,17.54,1.22
5/26/2010,1067.95,118.47,32.59,17.74,1.23
5/27/2010,1103.06,118.69,34.31,18.12,1.23
6/1/2010,1070.71,119.91,33.18,18.02,1.22
6/2/2010,1098.38,119.78,33.79,17.98,1.22
6/3/2010,1102.83,117.96,34.26,17.64,1.20
6/7/2010,1050.47,121.49,32.59,17.81,1.20
6/8/2010,1062.00,121.00,33.19,17.89,1.20
6/9/2010,1055.69,120.56,33.95,17.76,1.21
6/10/2010,1086.84,118.97,34.77,17.86,1.21
6/14/2010,1089.63,119.60,34.33,17.86,1.23
6/15/2010,1115.23,120.99,35.23,18.19,1.23
6/16/2010,1114.61,120.33,35.49,18.08,1.24
6/17/2010,1116.04,121.90,35.14,18.33,1.24
6/21/2010,1113.20,120.39,35.33,18.33,1.23
6/22/2010,1095.31,121.45,35.00,18.42,1.23
6/23/2010,1092.04,120.95,34.24,18.18,1.23
6/24/2010,1073.69,121.30,34.39,18.26,1.24
6/28/2010,1074.57,121.09,35.21,18.38,1.22
6/29/2010,1041.24,121.27,34.17,18.13,1.22
6/30/2010,1030.71,121.68,33.96,18.21,1.25
7/1/2010,1027.37,117.04,32.87,17.44,1.26
7/6/2010,1028.06,116.51,32.61,17.40,1.26
7/7/2010,1060.27,117.73,33.65,17.65,1.27
7/8/2010,1070.25,117.21,34.23,17.61,1.26
7/12/2010,1078.75,117.34,33.78,17.62,1.27
7/13/2010,1095.34,118.36,34.74,17.82,1.27
7/14/2010,1095.17,118.30,34.66,17.96,1.29
7/15/2010,1096.48,118.23,34.58,17.95,1.29
7/19/2010,1071.25,115.73,34.46,17.27,1.29
7/20/2010,1083.48,116.65,34.82,17.33,1.28
7/21/2010,1069.59,115.85,34.20,17.31,1.29
7/22/2010,1093.67,116.86,35.42,17.71,1.29
7/26/2010,1115.01,115.52,35.35,17.78,1.30
7/27/2010,1113.84,113.51,34.67,17.30,1.30
7/28/2010,1106.13,113.78,34.36,17.16,1.31
7/29/2010,1101.53,114.29,35.06,17.24,1.30
8/2/2010,1125.86,115.54,36.48,17.96,1.32
8/3/2010,1120.46,115.99,36.91,18.02,1.32
8/4/2010,1127.24,116.72,36.90,17.93,1.32
8/5/2010,1125.81,116.98,36.71,17.96,1.32
8/9/2010,1127.79,117.40,36.53,17.96,1.32
8/10/2010,1121.06,117.73,35.87,17.97,1.32
8/11/2010,1089.47,117.34,34.74,17.53,1.28
8/12/2010,1083.61,118.77,33.92,17.69,1.28
8/16/2010,1079.38,119.73,33.61,18.00,1.28
8/17/2010,1092.54,119.75,33.87,18.12,1.29
8/18/2010,1094.16,120.22,33.68,18.02,1.29
8/19/2010,1075.63,120.39,33.25,17.92,1.28
8/23/2010,1067.36,119.78,32.43,17.61,1.26
8/24/2010,1051.87,120.36,31.77,17.99,1.26
8/25/2010,1055.33,121.36,32.37,18.54,1.27
8/26/2010,1047.22,120.96,32.62,18.59,1.27
8/30/2010,1048.92,120.91,33.02,18.63,1.27
8/31/2010,1049.33,122.08,31.92,18.93,1.27
9/1/2010,1080.29,121.69,32.95,18.96,1.28
9/2/2010,1090.10,122.29,33.39,19.28,1.28
9/7/2010,1091.84,122.70,32.77,19.36,1.27
9/8/2010,1098.87,122.71,33.14,19.50,1.27
9/9/2010,1104.18,121.56,32.89,19.32,1.27
9/13/2010,1121.90,121.62,34.03,19.54,1.29
9/14/2010,1121.10,124.02,33.89,20.05,1.30
9/15/2010,1125.07,123.94,33.49,20.17,1.30
9/16/2010,1124.66,124.63,32.98,20.35,1.31
9/20/2010,1142.71,124.87,33.22,20.29,1.31
9/21/2010,1139.78,126.01,32.65,20.59,1.33
9/22/2010,1134.28,126.20,32.58,20.71,1.34
9/23/2010,1124.83,126.30,32.67,20.66,1.33
9/27/2010,1142.16,126.72,33.24,20.99,1.34
9/28/2010,1147.70,127.85,33.19,21.29,1.36
9/29/2010,1144.73,127.95,33.94,21.40,1.36
9/30/2010,1141.20,127.91,34.84,21.31,1.36
10/4/2010,1137.03,128.46,35.59,21.51,1.37
10/5/2010,1160.75,130.99,36.09,22.34,1.38
10/6/2010,1159.97,131.81,36.28,22.69,1.39
10/7/2010,1158.06,130.37,35.46,22.02,1.39
10/11/2010,1165.32,132.29,35.60,22.78,1.39
10/12/2010,1169.77,131.96,35.65,22.84,1.39
10/13/2010,1178.10,134.07,36.16,23.49,1.40
10/14/2010,1173.81,134.75,36.00,24.03,1.41
10/18/2010,1184.71,134.28,36.28,23.96,1.39
10/19/2010,1165.90,130.11,34.62,22.84,1.37
10/20/2010,1178.17,131.32,35.59,23.33,1.40
10/21/2010,1180.26,129.47,34.85,22.59,1.39
10/25/2010,1185.62,130.85,35.57,23.10,1.39
10/26/2010,1185.64,130.88,35.68,23.28,1.39
10/27/2010,1182.45,129.52,35.42,23.07,1.38
10/28/2010,1183.78,131.24,35.39,23.43,1.38
11/1/2010,1184.38,131.92,35.81,24.07,1.40
11/2/2010,1193.57,132.49,36.27,24.31,1.39
11/3/2010,1197.96,131.57,36.74,24.25,1.40
11/4/2010,1221.06,136.03,37.49,25.63,1.41
11/5/2010,1225.85,136.38,37.65,26.20,1.42
11/8/2010,1223.25,137.78,37.53,27.15,1.41
11/9/2010,1213.40,135.59,37.05,26.18,1.39
11/10/2010,1218.71,137.24,38.04,26.72,1.38
11/11/2010,1213.54,137.66,37.84,27.11,1.38
11/12/2010,1199.21,133.69,36.47,25.52,1.36
11/15/2010,1197.75,132.42,36.50,24.93,1.37
11/16/2010,1178.34,130.97,35.45,24.93,1.36
11/17/2010,1178.59,130.38,34.73,25.00,1.35
11/18/2010,1196.69,132.09,35.50,26.35,1.36
11/19/2010,1199.73,132.20,35.22,26.74,1.37
11/22/2010,1197.84,133.48,35.05,27.17,1.37
11/23/2010,1180.73,134.41,34.95,26.87,1.36
11/24/2010,1198.35,134.18,36.08,26.94,1.34
11/26/2010,1189.40,133.11,35.97,26.13,1.33
11/29/2010,1187.76,133.51,36.78,26.55,1.32
11/30/2010,1180.55,135.42,36.04,27.44,1.31
12/1/2010,1206.07,135.38,37.20,27.81,1.30
12/2/2010,1221.53,135.20,37.77,27.93,1.31
12/3/2010,1224.71,138.07,38.31,28.60,1.32
12/6/2010,1223.12,139.11,38.22,29.51,1.34
12/7/2010,1223.75,136.50,37.80,28.08,1.33
12/8/2010,1228.28,134.79,37.96,27.70,1.32
12/9/2010,1233.00,135.37,37.94,28.03,1.33
12/10/2010,1240.40,135.41,37.66,27.98,1.32
12/13/2010,1240.46,136.05,37.89,28.87,1.32
12/14/2010,1241.59,136.18,37.90,28.81,1.34
12/15/2010,1235.23,134.70,37.99,28.08,1.34
12/16/2010,1242.87,133.81,37.77,28.28,1.32
12/17/2010,1243.91,134.20,37.81,28.51,1.32
12/20/2010,1247.08,135.11,38.05,28.71,1.32
12/21/2010,1254.60,135.32,38.29,28.64,1.31
12/22/2010,1258.84,135.05,38.64,28.57,1.31
12/23/2010,1256.77,134.66,38.98,28.61,1.31
12/27/2010,1257.54,135.02,38.71,28.59,1.31
12/28/2010,1258.51,137.22,38.91,29.53,1.32
12/29/2010,1259.78,137.71,38.82,29.87,1.31
12/30/2010,1257.88,137.03,38.12,29.76,1.32
12/31/2010,1257.64,138.72,39.00,30.18,1.33
1/3/2011,1271.87,138.00,39.05,29.98,1.34
1/4/2011,1270.20,134.75,38.08,29.08,1.34
1/5/2011,1276.56,134.37,38.52,28.61,1.33
1/6/2011,1273.85,133.83,37.68,28.42,1.32
1/7/2011,1271.50,133.58,37.67,28.10,1.30
1/10/2011,1269.75,134.12,38.17,28.29,1.29
1/11/2011,1274.48,134.91,38.88,28.89,1.30
1/12/2011,1285.96,135.46,38.99,29.00,1.30
1/13/2011,1283.76,134.05,38.65,28.00,1.31
1/14/2011,1293.24,132.69,38.92,27.74,1.34
1/18/2011,1295.02,133.43,38.73,28.15,1.33
1/19/2011,1281.92,133.72,38.54,28.08,1.34
1/20/2011,1280.26,131.20,37.57,26.85,1.35
1/21/2011,1283.35,131.03,37.51,26.83,1.35
1/24/2011,1290.84,130.36,36.93,26.36,1.36
1/25/2011,1291.18,130.10,36.27,26.23,1.36
1/26/2011,1296.63,131.16,36.85,26.89,1.37
1/27/2011,1299.54,127.93,35.94,26.29,1.37
1/28/2011,1276.34,130.28,37.58,27.30,1.37
1/31/2011,1286.12,129.87,38.61,27.39,1.36
2/1/2011,1307.59,130.80,38.07,27.87,1.37
2/2/2011,1304.03,130.45,38.18,27.69,1.38
2/3/2011,1307.10,132.20,38.09,28.29,1.38
2/4/2011,1310.87,131.66,37.34,28.40,1.36
2/7/2011,1319.05,131.68,36.66,28.66,1.36
2/8/2011,1324.57,133.14,36.64,29.64,1.36
2/9/2011,1320.88,133.07,36.50,29.52,1.36
2/10/2011,1321.87,132.85,36.54,29.46,1.37
2/11/2011,1329.15,132.32,36.05,29.21,1.36
2/14/2011,1332.32,132.95,35.88,29.96,1.35
2/15/2011,1328.01,133.97,35.39,30.00,1.35
2/16/2011,1336.32,134.10,35.53,29.96,1.35
2/17/2011,1340.43,135.04,36.06,31.03,1.36
2/18/2011,1343.01,135.41,36.36,31.79,1.36
2/22/2011,1315.44,136.29,38.49,32.26,1.37
2/23/2011,1307.40,137.51,39.80,32.71,1.37
2/24/2011,1306.10,136.48,38.97,31.20,1.38
2/25/2011,1319.88,137.38,39.68,32.56,1.38
2/28/2011,1327.22,137.66,39.19,33.11,1.37
3/1/2011,1306.33,140.03,40.48,33.87,1.38
3/2/2011,1308.44,139.92,41.39,33.84,1.38
3/3/2011,1330.97,138.09,41.18,33.42,1.39
3/4/2011,1321.15,139.35,42.33,34.69,1.40
3/7/2011,1310.13,139.72,42.37,35.23,1.40
3/8/2011,1321.82,139.36,42.31,35.18,1.40
3/9/2011,1320.02,139.41,42.05,35.27,1.39
3/10/2011,1295.11,137.77,41.40,34.36,1.39
3/11/2011,1304.28,138.22,40.69,35.03,1.38
3/14/2011,1296.39,138.86,40.91,35.01,1.39
3/15/2011,1281.87,136.27,39.39,33.61,1.40
3/16/2011,1256.88,136.24,39.68,33.37,1.40
3/17/2011,1273.72,136.97,40.69,33.51,1.39
3/18/2011,1279.21,138.37,40.97,34.27,1.40
3/21/2011,1298.38,139.14,41.13,35.30,1.42
3/22/2011,1293.77,139.05,41.93,35.54,1.42
3/23/2011,1297.54,140.34,42.11,36.47,1.42
3/24/2011,1309.66,139.22,42.05,36.12,1.41
3/25/2011,1313.80,139.26,42.18,36.39,1.42
3/28/2011,1310.19,138.54,41.42,36.19,1.41
3/29/2011,1319.44,138.21,41.83,36.17,1.41
3/30/2011,1328.26,138.67,41.66,36.53,1.41
3/31/2011,1325.83,139.86,42.60,36.77,1.42
4/4/2011,1332.87,139.84,43.26,37.58,1.42
4/5/2011,1332.63,142.05,43.10,38.34,1.42
4/6/2011,1335.54,142.38,43.37,38.62,1.43
4/7/2011,1333.51,142.51,43.99,38.73,1.43
4/11/2011,1324.46,142.64,43.64,39.21,1.44
4/12/2011,1314.16,141.61,42.30,39.09,1.45
4/13/2011,1314.41,141.90,42.75,39.57,1.44
4/14/2011,1314.52,143.81,43.28,41.07,1.44
4/18/2011,1305.14,145.93,42.88,42.42,1.42
4/19/2011,1312.62,145.93,42.95,43.00,1.43
4/20/2011,1330.36,146.50,44.22,44.12,1.45
4/21/2011,1337.38,146.74,44.57,45.54,1.46
4/25/2011,1335.25,146.87,44.53,45.83,1.46
4/26/2011,1347.24,146.38,44.48,44.03,1.47
4/27/2011,1355.66,149.20,45.02,47.00,1.48
4/28/2011,1360.48,149.82,44.83,47.26,1.48
5/2/2011,1361.22,150.41,44.93,42.83,1.48
5/3/2011,1356.62,149.88,44.08,40.58,1.48
5/4/2011,1347.32,147.73,43.26,38.27,1.48
5/5/2011,1335.10,143.47,39.32,33.72,1.45
5/9/2011,1346.29,147.38,40.87,36.98,1.44
5/10/2011,1357.16,147.90,41.08,37.52,1.44
5/11/2011,1342.08,146.54,39.35,34.39,1.42
5/12/2011,1348.65,146.59,39.28,33.32,1.42
5/16/2011,1329.47,145.37,38.51,32.85,1.42
5/17/2011,1328.98,144.74,38.55,33.09,1.43
5/18/2011,1340.68,145.60,39.50,34.23,1.43
5/19/2011,1343.60,145.65,39.07,34.26,1.43
5/23/2011,1317.37,147.83,38.47,34.27,1.40
5/24/2011,1316.28,148.59,39.28,35.77,1.41
5/25/2011,1320.47,148.58,39.93,36.92,1.41
5/26/2011,1325.69,148.22,39.60,36.51,1.41
5/31/2011,1345.20,149.64,40.50,37.60,1.44
6/1/2011,1314.55,149.91,39.52,35.75,1.43
6/2/2011,1312.94,149.50,39.68,35.29,1.45
6/6/2011,1286.17,150.48,39.00,35.71,1.46
6/7/2011,1284.94,150.42,39.05,36.12,1.47
6/8/2011,1279.56,149.81,39.85,36.03,1.46
6/9/2011,1289.00,150.56,40.14,36.67,1.45
6/13/2011,1271.83,147.77,38.26,33.87,1.44
6/14/2011,1287.87,148.67,39.10,34.67,1.45
6/15/2011,1265.42,149.12,37.58,34.88,1.42
6/16/2011,1267.64,148.97,37.42,34.65,1.42
6/20/2011,1278.36,150.03,36.72,35.09,1.43
6/21/2011,1295.52,150.76,36.79,35.51,1.44
6/22/2011,1287.14,150.99,37.10,35.50,1.43
6/23/2011,1283.50,148.34,36.01,34.37,1.43
6/27/2011,1280.10,145.73,35.64,32.63,1.43
6/28/2011,1296.67,146.24,36.42,33.00,1.44
6/29/2011,1307.41,147.18,37.23,34.01,1.45
6/30/2011,1320.64,146.00,37.24,33.84,1.45
7/5/2011,1337.88,147.63,37.96,34.63,1.44
7/6/2011,1339.22,148.91,37.89,35.10,1.43
7/7/2011,1353.22,149.15,38.61,35.50,1.44
7/11/2011,1319.49,151.59,37.29,34.90,1.40
7/12/2011,1313.64,152.77,37.93,35.20,1.40
7/13/2011,1317.72,154.14,38.35,37.23,1.42
7/14/2011,1308.87,154.54,37.55,37.41,1.42
7/18/2011,1305.44,156.57,37.59,39.47,1.41
7/19/2011,1326.73,154.66,38.25,38.01,1.42
7/20/2011,1325.84,156.02,38.40,39.12,1.43
7/21/2011,1343.80,154.83,38.72,38.31,1.44
7/25/2011,1337.43,157.34,38.68,39.31,1.44
7/26/2011,1331.94,157.77,38.81,39.89,1.45
7/27/2011,1304.89,157.19,37.97,39.17,1.44
7/28/2011,1300.67,157.32,37.91,38.76,1.43
8/1/2011,1286.94,157.72,37.20,38.29,1.43
8/2/2011,1254.05,161.52,36.40,39.82,1.42
8/3/2011,1260.34,161.49,35.86,40.55,1.44
8/4/2011,1200.07,160.64,33.73,37.61,1.41
8/8/2011,1119.46,167.12,31.51,37.97,1.42
8/9/2011,1172.53,168.61,31.62,36.32,1.44
8/10/2011,1120.76,174.58,31.78,38.44,1.41
8/11/2011,1172.64,170.75,33.30,37.80,1.42
8/15/2011,1204.49,171.80,34.22,38.67,1.44
8/16/2011,1192.76,173.92,33.83,39.03,1.44
8/17/2011,1193.89,174.42,34.01,39.33,1.44
8/18/2011,1140.65,177.72,31.72,39.66,1.43
8/22/2011,1123.82,184.59,32.72,42.63,1.44
8/23/2011,1162.35,177.67,33.42,40.63,1.44
8/24/2011,1177.60,171.65,33.08,38.83,1.44
8/25/2011,1159.27,172.36,32.97,40.00,1.44
8/29/2011,1210.08,173.89,33.96,39.72,1.45
8/30/2011,1212.92,179.10,34.44,40.40,1.44
8/31/2011,1218.89,177.72,34.51,40.45,1.44
9/1/2011,1204.42,177.87,34.47,40.52,1.43
9/6/2011,1165.24,182.90,33.59,41.05,1.40
9/7/2011,1198.62,177.08,34.69,40.53,1.41
9/8/2011,1185.90,181.81,34.46,41.22,1.39
9/12/2011,1162.27,176.67,34.42,39.14,1.37
9/13/2011,1172.87,178.54,34.85,39.87,1.37
9/14/2011,1188.68,177.21,34.34,39.60,1.37
9/15/2011,1209.11,174.40,34.60,38.79,1.39
9/19/2011,1204.09,173.31,33.29,38.65,1.36
9/20/2011,1202.09,175.78,33.43,38.83,1.37
9/21/2011,1166.76,173.59,32.92,38.56,1.36
9/22/2011,1129.56,169.05,31.13,34.92,1.35
9/26/2011,1162.95,157.58,31.47,29.77,1.35
9/27/2011,1175.38,160.63,32.37,31.17,1.36
9/28/2011,1151.06,156.22,31.25,28.87,1.35
9/29/2011,1160.40,157.70,31.97,29.96,1.36
10/3/2011,1099.23,160.96,29.74,29.49,1.32
10/4/2011,1123.95,157.64,29.91,29.09,1.33
10/5/2011,1144.03,159.46,30.84,29.66,1.33
10/6/2011,1164.97,160.49,31.98,31.20,1.34
10/10/2011,1194.89,163.27,33.24,31.26,1.36
10/11/2011,1195.54,162.10,33.01,31.38,1.36
10/12/2011,1207.25,163.26,32.92,31.77,1.38
10/13/2011,1203.66,162.30,32.65,30.94,1.37
10/17/2011,1200.86,162.62,33.43,31.04,1.37
10/18/2011,1225.38,161.84,34.15,31.33,1.37
10/19/2011,1209.88,159.87,33.31,30.23,1.38
10/20/2011,1215.39,157.77,33.33,29.73,1.38
10/24/2011,1254.19,161.02,35.38,30.87,1.39
10/25/2011,1229.05,165.59,35.80,32.43,1.39
10/26/2011,1242.00,167.40,35.06,32.50,1.39
10/27/2011,1284.59,169.55,36.21,34.10,1.42
10/31/2011,1253.30,167.34,35.74,33.44,1.41
11/1/2011,1218.28,167.38,35.20,32.33,1.39
11/2/2011,1237.90,169.06,35.67,33.25,1.37
11/3/2011,1261.15,171.72,36.32,33.62,1.37
11/4/2011,1253.23,170.85,36.46,33.20,1.38
11/7/2011,1261.12,174.98,37.09,34.08,1.38
11/8/2011,1275.92,173.53,37.43,34.00,1.38
11/9/2011,1229.10,172.07,37.00,33.10,1.38
11/10/2011,1239.70,171.14,37.72,33.14,1.35
11/11/2011,1263.85,173.96,38.21,33.74,1.36
11/14/2011,1251.78,173.20,37.86,33.33,1.38
11/15/2011,1257.81,173.36,38.43,33.66,1.36
11/16/2011,1236.91,171.51,39.34,32.82,1.35
11/17/2011,1216.13,167.10,38.23,30.64,1.34
11/18/2011,1215.65,167.62,37.82,31.40,1.35
11/21/2011,1192.98,163.50,37.59,30.76,1.35
11/22/2011,1188.04,165.31,37.82,31.89,1.35
11/23/2011,1161.79,164.83,37.16,30.93,1.35
11/25/2011,1158.67,163.40,37.16,30.20,1.33
11/28/2011,1192.55,166.63,37.85,31.27,1.33
11/29/2011,1195.19,166.88,38.55,31.03,1.33
11/30/2011,1246.96,170.13,38.78,32.00,1.33
12/1/2011,1244.58,169.63,38.61,31.86,1.34
12/2/2011,1244.28,169.82,39.03,31.65,1.35
12/5/2011,1257.08,167.32,39.01,31.05,1.34
12/6/2011,1258.47,168.18,39.00,31.93,1.34
12/7/2011,1261.01,169.40,38.81,31.61,1.34
12/8/2011,1234.35,165.98,37.78,30.70,1.34
12/9/2011,1255.19,166.40,38.50,31.33,1.33
12/12/2011,1236.47,161.99,37.88,30.49,1.34
12/13/2011,1225.73,158.45,38.61,29.82,1.32
12/14/2011,1211.82,152.89,36.66,28.07,1.30
12/15/2011,1215.75,152.33,36.13,28.22,1.30
12/16/2011,1219.66,155.23,36.27,28.85,1.30
12/19/2011,1205.35,154.87,36.20,27.96,1.30
12/20/2011,1241.30,156.98,37.56,28.77,1.30
12/21/2011,1243.72,157.16,38.11,28.60,1.31
12/22/2011,1254.00,156.04,38.28,28.36,1.30
12/23/2011,1265.33,156.31,38.49,28.28,1.31
12/27/2011,1265.43,154.91,39.06,27.87,1.31
12/28/2011,1249.64,151.03,38.34,26.27,1.31
12/29/2011,1263.02,150.34,38.41,27.07,1.29
12/30/2011,1257.60,151.99,38.11,26.94,1.30
1/3/2012,1277.06,155.92,39.69,28.83,1.29
1/4/2012,1277.30,156.71,39.77,28.39,1.31
1/5/2012,1281.06,157.78,39.17,28.51,1.29
1/6/2012,1277.81,157.20,39.22,27.91,1.28
1/9/2012,1280.70,156.50,39.08,28.13,1.27
1/10/2012,1292.08,158.64,39.34,29.05,1.28
1/11/2012,1292.48,159.67,38.92,29.14,1.28
1/12/2012,1295.50,160.38,38.06,29.31,1.27
1/13/2012,1289.09,159.26,38.16,28.82,1.28
1/17/2012,1293.67,160.50,38.79,29.19,1.27
1/18/2012,1308.04,161.60,38.83,29.65,1.27
1/19/2012,1314.50,161.22,38.69,29.74,1.29
1/20/2012,1315.38,162.07,37.78,31.22,1.30
1/23/2012,1316.00,163.16,38.39,31.39,1.29
1/24/2012,1314.65,162.01,38.10,31.08,1.30
1/25/2012,1326.06,166.42,38.35,32.37,1.30
1/26/2012,1318.43,167.27,38.37,32.43,1.31
1/27/2012,1316.33,168.97,38.30,32.96,1.31
1/30/2012,1313.01,168.03,38.01,32.53,1.32
1/31/2012,1312.41,169.31,37.82,32.28,1.31
2/1/2012,1324.09,169.56,37.38,32.77,1.31
2/2/2012,1325.54,171.05,37.13,33.36,1.32
2/3/2012,1344.90,167.64,37.59,32.69,1.31
2/6/2012,1344.33,167.18,37.33,32.68,1.31
2/7/2012,1347.05,169.70,37.95,33.26,1.31
2/8/2012,1349.96,168.50,38.04,33.04,1.32
2/9/2012,1351.95,168.02,38.33,32.90,1.32
2/10/2012,1342.64,167.14,38.02,32.51,1.33
2/13/2012,1351.77,167.51,38.69,32.75,1.32
2/14/2012,1350.50,167.12,38.84,32.54,1.32
2/15/2012,1343.23,168.11,39.18,32.45,1.31
2/16/2012,1358.04,168.00,39.28,32.57,1.31
2/17/2012,1361.23,167.35,39.75,32.28,1.31
2/21/2012,1362.21,171.02,40.58,33.38,1.32
2/22/2012,1357.66,172.94,40.59,33.44,1.32
2/23/2012,1363.46,173.02,41.37,34.40,1.33
2/24/2012,1365.74,172.23,42.01,34.37,1.34
2/27/2012,1367.59,171.70,41.18,34.36,1.35
2/28/2012,1372.18,173.49,40.79,35.83,1.34
2/29/2012,1365.68,164.29,40.92,33.55,1.35
3/1/2012,1374.09,166.61,41.75,34.44,1.33
3/2/2012,1369.63,166.34,40.77,33.76,1.33
3/5/2012,1364.33,165.65,40.97,33.03,1.32
3/6/2012,1343.36,162.70,40.13,32.01,1.32
3/7/2012,1352.63,163.63,40.61,32.41,1.31
